ahgfl1	ahgfl2	al26ep	al26ep_err	al26nc	al26nc_err	al26np	al26np_err	alams	alcorr	alprod	alself	alsnow	alstnd	altopo	altots	area	auth	basin	be10ep	be10ep_err	be10nc	be10nc_err	be10np	be10np_err	beams	becorr	beprod	beself	besnow	bestnd	betopo	betots	cntry	dbdoi	dbver	eal_err	eal_gcmyr	eal_mmkyr	ebe_err	ebe_gcmyr	ebe_mmkyr	elev_ave	elev_std	erral_ams	erral_muon	erral_prod	erral_tot	errbe_ams	errbe_muon	errbe_prod	errbe_tot	igsnid	material	projection	pubyear	refdoi	refid	region	sizemax	sizemin	slp_ave	slp_std	smpid1	smpid2	studyid	x_wgs84	y_wgs84
NA	NA							NA					NA			2761.9461	Henck	Yangtze	43.0	6.0	984334.0	38432.0	984334.0	38432.0	PRIME-Lab	1.0	12.366987	1.0	1.0	07KNSTD	0.99322653	12.295016	CHN	NA	2017.0				6.0277577	0.0086698633	32.716465	4230.3369	377.2529					0.0003432926	0.0001440008	0.0015533704	0.0015973558	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	343.63	187.7329	S071WTS037	42-YANG	S071	99.004158	29.754672
NA	NA							NA					NA			2146.743	Henck	Salween	26.0	3.0	2.078252e6	62058.0	2.078252e6	62058.0	PRIME-Lab	1.0	16.256535	1.0	1.0	07KNSTD	0.99625201	16.193954	CHN	NA	2017.0				3.681716	0.0053482683	20.182145	4773.9751	271.834					0.0001627815	6.6247722e-5	0.0009596956	0.0009756547	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	249.9892	179.1616	S071WTS027	30-SAL	S071	97.070158	30.597639
NA	NA							NA					NA			1695.006	Henck	Yangtze	48.0	6.0	948113.0	30610.0	948113.0	30610.0	PRIME-Lab	1.0	13.505619	1.0	1.0	07KNSTD	0.99451641	13.43709	CHN	NA	2017.0				6.7674241	0.0098372475	37.121689	4302.8774	303.2409					0.0003214227	0.0001539924	0.0017575951	0.0017933674	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	332.4228	170.3071	S071WTS016	20-YANG	S071	98.389885	31.584918
NA	NA							NA					NA			1563.381	Henck	Yangtze	70.0	10.0	651735.0	29344.0	651735.0	29344.0	PRIME-Lab	1.0	13.527819	1.0	1.0	07KNSTD	0.99467204	13.460781	CHN	NA	2017.0				10.017945	0.014385704	54.285676	4325.3916	283.0734					0.0006540422	0.0002328558	0.0025623686	0.0026547553	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	319.8202	162.475	S071WTS013	19a-YANG	S071	98.368088	31.641653
NA	NA							NA					NA			1449.1143	Henck	Yangtze	48.0	6.0	949300.0	36916.0	949300.0	36916.0	PRIME-Lab	1.0	13.417876	1.0	1.0	07KNSTD	0.99667967	13.374473	CHN	NA	2017.0				6.7773826	0.0097793002	36.90302	4320.0068	221.8223					0.000385083	0.0001536741	0.0017474937	0.0017960064	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	280.4507	139.1604	S071WTS017	21-YANG	S071	98.158655	31.406824
NA	NA							NA					NA			1445.1858	Henck	Yangtze	120.0	15.0	384297.0	13299.0	384297.0	13299.0	PRIME-Lab	1.0	13.910737	1.0	1.0	07KNSTD	0.987703	13.75509	CHN	NA	2017.0				17.138955	0.025003374	94.352353	4339.5903	392.9759					0.0008702535	0.0004112118	0.004438662	0.004541823	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	480.45	185.5972	S071WTS009	16-YANG	S071	98.595415	31.685399
NA	NA							NA					NA			1394.3259	Henck	Yangtze	130.0	16.0	360619.0	11421.0	360619.0	11421.0	PRIME-Lab	1.0	13.991645	1.0	1.0	07KNSTD	0.98788971	13.836802	CHN	NA	2017.0				18.314547	0.026808811	101.16533	4357.5181	378.7978					0.0008535192	0.0004402345	0.0047573892	0.0048533549	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	478.7925	185.3139	S071WTS008	15-YANG	S071	98.559951	31.750994
NA	NA							NA					NA			1084.5414	Henck	Yangtze	49.0	5.0	924199.0	20444.0	924199.0	20444.0	PRIME-Lab	1.0	13.755609	1.0	1.0	07KNSTD	0.99525315	13.693911	CHN	NA	2017.0				7.0102385	0.010286454	38.816808	4338.897	286.4466					0.0002300461	0.0001592548	0.0018365225	0.0018577132	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	311.3516	164.2708	S071WTS014	19b-YANG	S071	98.349078	31.679448
NA	NA							NA					NA			868.2228	Henck	Salween	550.0	80.0	105850.0	5784.0	105850.0	5784.0	PRIME-Lab	1.0	17.484523	1.0	1.0	07KNSTD	0.98503423	17.259106	CHN	NA	2017.0				79.608173	0.11388098	429.73954	4930.3877	609.647					0.0062475485	0.0016083617	0.020085555	0.021096166	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	467.54	205.2571	S071WTS042	50-SAL	S071	97.157845	30.039441
NA	NA							NA					NA			466.1307	Henck	Mekong	570.0	100.0	70117.0	5195.0	70117.0	5195.0	PRIME-Lab	1.0	11.518652	1.0	1.0	07KNSTD	0.98317813	11.354387	CHN	NA	2017.0				83.226702	0.11396883	430.07106	4091.9734	599.8021					0.0084999732	0.0022852722	0.02022262	0.022055076	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	507.5483	187.7254	S071WTS035	4-MEK	S071	98.808707	28.55613
NA	NA							NA					NA			429.4296	Henck	Yangtze	60.0	8.0	881427.0	39199.0	881427.0	39199.0	PRIME-Lab	1.0	15.01093	1.0	1.0	07KNSTD	0.99596766	14.95201	CHN	NA	2017.0				8.1878195	0.011776039	44.437884	4570.5259	209.9285					0.0005295055	0.0001717536	0.0020971495	0.0021697722	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	311.5974	141.8492	S071WTS019	24-YANG	S071	97.880624	31.401142
NA	NA							NA					NA			360.4743	Henck	Salween	550.0	90.0	111701.0	7259.0	111701.0	7259.0	PRIME-Lab	1.0	18.114212	1.0	1.0	07KNSTD	0.98864045	17.921487	CHN	NA	2017.0				79.67216	0.11199566	422.62514	5068.4863	316.8035					0.0073161776	0.0015366658	0.019745281	0.021113122	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	423.959	215.4504	S071WTS044	53-SAL	S071	96.708721	29.772294
NA	NA							NA					NA			359.8749	Henck	Yangtze	58.0	8.0	782810.0	33147.0	782810.0	33147.0	PRIME-Lab	1.0	13.372542	1.0	1.0	07KNSTD	0.9978394	13.343997	CHN	NA	2017.0				8.2393047	0.011855523	44.737824	4318.752	171.4166					0.0005075717	0.0001902998	0.0021150559	0.0021834157	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	248.7349	126.6509	S071WTS018	22-YANG	S071	97.974504	31.320586
NA	NA							NA					NA			324.162	Henck	Mekong	17.0	2.0	2.76803e6	67592.0	2.76803e6	67592.0	PRIME-Lab	1.0	16.877596	1.0	1.0	07KNSTD	0.99007816	16.724925	CHN	NA	2017.0				2.8360081	0.0041239279	15.561992	4900.5801	305.3536					0.0001030889	4.7623862e-5	0.0007429134	0.0007515422	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	850.0	425.0	416.4314	184.5242	S071WTS038	43-MEK	S071	98.212229	29.548984
NA	NA							NA					NA			244.215	Henck	Salween	34.0	4.0	1.553608e6	50391.0	1.553608e6	50391.0	PRIME-Lab	1.0	16.212306	1.0	1.0	07KNSTD	0.99355489	16.115546	CHN	NA	2017.0				4.9186938	0.0071531185	26.9929	4808.0386	268.1258					0.0002355342	9.273404e-5	0.0012786383	0.0013034538	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	362.9139	158.8447	S071WTS029	33-SAL	S071	97.702951	29.856751
NA	NA							NA					NA			197.3727	Henck	Salween	220.0	30.0	277111.0	14909.0	277111.0	14909.0	PRIME-Lab	1.0	19.095625	1.0	1.0	07KNSTD	0.98804878	18.884219	CHN	NA	2017.0				33.137462	0.047472775	179.14255	5192.1445	226.1759					0.0025672973	0.0006138552	0.0083752989	0.0087814273	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	441.7271	229.2267	S071WTS043	52-SAL	S071	96.797681	29.703799
NA	NA							NA					NA			167.265	Henck	Mekong	110.0	15.0	344713.0	14531.0	344713.0	14531.0	PRIME-Lab	1.0	11.324046	1.0	1.0	07KNSTD	0.99008316	11.219263	CHN	NA	2017.0				15.860155	0.022814398	86.092067	4029.6433	388.4719					0.0009685196	0.0004429626	0.0040657677	0.004202941	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	411.8844	183.5839	S071WTS034	39-MEK	S071	98.367603	29.659764
NA	NA							NA					NA			139.8951	Henck	Yangtze	120.0	21.0	360839.0	26401.0	360839.0	26401.0	PRIME-Lab	1.0	14.564799	1.0	1.0	07KNSTD	0.99123701	14.454112	CHN	NA	2017.0				20.343895	0.027971917	105.55441	4431.9829	351.0537					0.0020659032	0.0004439755	0.0049597618	0.0053911323	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	393.5916	180.5654	S071WTS012	18-YANG	S071	98.652892	31.687915
NA	NA							NA					NA			131.0094	Henck	Salween	41.0	6.0	1.237683e6	50806.0	1.237683e6	50806.0	PRIME-Lab	1.0	15.269276	1.0	1.0	07KNSTD	0.99364243	15.179908	CHN	NA	2017.0				5.8866305	0.0084831774	32.01199	4661.3672	319.1603					0.0003530837	0.000118009	0.0015148834	0.0015599571	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	378.3795	147.0353	S071WTS031	35-SAL	S071	97.837037	29.680638
NA	NA							NA					NA			65.853	Henck	Salween	120.0	16.0	367464.0	15764.0	367464.0	15764.0	PRIME-Lab	1.0	13.185112	1.0	1.0	07KNSTD	0.98445144	13.001545	CHN	NA	2017.0				17.147059	0.024739916	93.358175	4189.0713	481.8501					0.00106826	0.0004261975	0.0043960033	0.0045439706	NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	425.0	180.0	543.9969	221.1542	S071WTS039	46-SAL	S071	97.279427	30.074297
NA	NA							NA					NA			2.1951	Henck	Salween	80.0	10.0	161438.0	7129.0	161438.0	7129.0	PRIME-Lab	1.0				07KNSTD			CHN	NA	2017.0							2007.0406	283.6761									NA	1.0	WGS84_UTM_47N	2011.0	10.1016/j.epsl.2010.12.038	Earth_Planet_Sc_Lett_303	Three Rivers Region	850.0	425.0	597.4229	168.7592	S071WTS002	11a-SAL	S071	98.892005	27.235972
NA	NA			661670.624128	60266.5354161	661670.624128	60266.5354161	ETH-Zurich	1.0	4.1762748	1.0	1.0	ZAL94N-Assumed	0.98948261	4.1362222	59363.5825318	Kober	Grande Riv.	121.88	10.25	110869.892784	4689.83775548	110869.892784	4689.83775548	ETH-Zurich	1.0	4.1762748	1.0	1.0	S2007N	0.98948261	4.1362222	BOL	NA	2017.0	26.345081	0.033327995	125.76602	19.732112	0.02709118	102.23087	2508.40558048	974.91801854	0.0030878173	0.0013520645	0.006113747	0.0069814466	0.0011558756	0.0011966754	0.0049572635	0.0052290096	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	272.144121936	167.95863605	S127WTS050	RG-01	S127	-63.400717	-18.91033294
NA	NA			888355.668693	72584.6926108	888355.668693	72584.6926108	ETH-Zurich	1.0	4.9360261	1.0	1.0	ZAL94N-Assumed	0.98966673	4.8901137	42892.3921023	Kober	Grande Riv.	89.89	8.24	177848.617782	9383.56829291	177848.617782	9383.56829291	ETH-Zurich	1.0	4.9360261	1.0	1.0	S2007N	0.98966673	4.8901137	BOL	NA	2017.0	22.273921	0.029028339	109.5409	14.442468	0.019760488	74.56788	2883.07462657	802.490339848	0.0024101388	0.0009966467	0.0052951379	0.0059025892	0.0010543116	0.0007523497	0.0036014262	0.0038272541	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	272.794716645	166.033694483	S127WTS051	RG-15	S127	-64.31585391	-18.72184261
NA	NA							NA					NA			17702.199218	Reuter	Susquehanna	28.55		145576.2	5425.2	161000.0	6000.0	LLNL-CAMS	0.9042	1.4311702	1.0	1.0	KNSTD-Assumed	0.99720926	1.4273496	USA	NA	2017.0				6.4295272	0.007600414	28.680807	483.755004	138.656005					0.00029410708	0.00072333446	0.0015143668	0.0017038247	NA	1.0	WGS84_UTM_18N	2005.0	NA	MScThesis	Appalachian Mts.  (MD/PA/NY)	500.0	250.0	146.327	124.11	S026WTS019	JS27	S026	-76.878559481	40.9622330873
NA	NA							NA					NA			31720.2942962	Kober	Grande Riv.	87.89	7.67	204749.714852	8833.73823757	204749.714852	8833.73823757	ETH-Zurich	1.0	5.5591432	1.0	1.0	S2007N	0.98925421	5.5069799	BOL	NA	2017.0				13.778274	0.019229334	72.563525	3076.77128514	768.374089883					0.0008379621	0.0006637738	0.0034912456	0.0036512426	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	276.363781108	169.268804057	S127WTS053	RG-18	S127	-64.49850167	-18.67026902
NA	NA			511124.273491	48974.6679287	511124.273491	48974.6679287	ETH-Zurich	1.0	6.0384114	1.0	1.0	ZAL94N-Assumed	0.9896089	5.9833708	24601.338731	Kober	Grande Riv.	129.44	11.1	151715.746086	6042.36665918	151715.746086	6042.36665918	ETH-Zurich	1.0	6.0384114	1.0	1.0	S2007N	0.9896089	5.9833708	BOL	NA	2017.0	48.040711	0.061391852	231.66737	19.990529	0.028178	106.33208	3311.81348128	674.537180987	0.0059622483	0.0019435149	0.011079139	0.012730788	0.0011301393	0.0009287576	0.0050915221	0.0052974902	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	272.885556816	169.618475241	S127WTS054	RG-27	S127	-65.16218744	-18.60944374
NA	NA							NA					NA			22511.3210292	Kober	Grande Riv.	150.72	12.48	134154.034059	4427.03384467	134154.034059	4427.03384467	ETH-Zurich	1.0	6.2120657	1.0	1.0	S2007N	0.98956763	6.1555221	BOL	NA	2017.0				23.038748	0.032773818	123.67478	3372.28946022	663.737879208					0.001087797	0.0010621808	0.0059129325	0.0061052683	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	271.615494787	171.784253948	S127WTS055	RG-29	S127	-65.19507761	-18.6210644
NA	NA							NA					NA			10734.7845601	Kober	Chayanta Riv.	208.54	19.34	111305.895319	5778.46477269	111305.895319	5778.46477269	ETH-Zurich	1.0	7.1421978	1.0	1.0	S2007N	0.98956195	7.0795901	BOL	NA	2017.0				32.324869	0.045265691	170.81393	3664.59171423	576.038361447					0.0023638119	0.0013231867	0.0081264674	0.0085660902	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	274.804956564	169.159708204	S127WTS056	RG-37	S127	-65.67424397	-18.34941026
NA	NA			1.97285476169e6	113349.047907	1.97285476169e6	113349.047907	ETH-Zurich	1.0	3.6621417	1.0	1.0	ZAL94N-Assumed	0.99138417	3.6311599	9808.75160988	Kober	Grande Riv.	36.57	2.96	332177.359741	10424.5552714	332177.359741	10424.5552714	ETH-Zurich	1.0	3.6621417	1.0	1.0	S2007N	0.99138417	3.6311599	BOL	NA	2017.0	7.2776617	0.0097025896	36.613546	5.7727231	0.0078699671	29.697989	2400.70971141	608.123522491	0.0005750785	0.0003176481	0.001813231	0.0019285803	0.0002525118	0.0003529928	0.0014669135	0.0015297716	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	255.495169869	152.366080534	S127WTS052	RG-17	S127	-64.29760711	-18.52381396
NA	NA			1.344661237e6	84242.7850381	1.344661237e6	84242.7850381	ETH-Zurich	1.0	5.8602615	1.0	1.0	ZAL94N-Assumed	0.99143769	5.8112234	9147.37078779	Kober	Caine Riv.	89.92	7.43	211653.095592	6822.97699074	211653.095592	6822.97699074	ETH-Zurich	1.0	5.8602615	1.0	1.0	S2007N	0.99143769	5.8112234	BOL	NA	2017.0	16.544298	0.022536695	85.044133	13.834333	0.019593131	73.936344	3296.33312081	539.834412745	0.0014333661	0.0006347552	0.0040943986	0.0043842391	0.0006372135	0.0006504645	0.0035512155	0.0036660983	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Cenral Andes	1000.0	250.0	247.316770271	164.573796598	S127WTS057	RG-40	S127	-65.83090286	-17.98948975
NA	NA							NA					NA			9036.72973137	Kober	Chayanta Riv.	179.18	15.69	134146.346453	5562.99388016	134146.346453	5562.99388016	ETH-Zurich	1.0	7.4603669	1.0	1.0	S2007N	0.99057692	7.4013222	BOL	NA	2017.0				27.553892	0.039189463	147.88476	3762.28664119	536.742540304					0.0016339572	0.0010998171	0.0070311164	0.0073017814	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	260.188449515	166.944646983	S127WTS007	RG-38	S127	-65.69178054	-18.35618332
NA	NA							NA					NA			7311.27384406	Kober	Caine Riv.	140.64	14.2	140396.284476	9295.29158939	140396.284476	9295.29158939	ETH-Zurich	1.0	6.0588914	1.0	1.0	S2007N	0.99266218	6.0130749	BOL	NA	2017.0				22.569011	0.030609848	115.50886	3361.35097169	545.65097803					0.0020458082	0.001010759	0.0055283686	0.0059807879	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	229.367850596	159.466812526	S127WTS015	RG-48	S127	-66.24016677	-17.7052328
NA	NA							NA					NA			5042.97094113	Kober	Mizque Riv.	21.68	1.72	631016.554966	11455.1570487	631016.554966	11455.1570487	ETH-Zurich	1.0	4.2663915	1.0	1.0	S2007N	0.99234021	4.2340403	BOL	NA	2017.0				3.4157178	0.0047374942	17.877337	2684.75182136	553.551351438					8.8577971e-5	0.0001737065	0.0008839141	0.0009051652	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Interandean Zone	1000.0	250.0	242.547489829	149.341901407	S127WTS040	RG-34	S127	-64.89096986	-18.12858814
NA	NA							NA					NA			3616.07638366	Kober	Rocha Riv.	166.14	14.91	110442.451486	5422.8341219	110442.451486	5422.8341219	ETH-Zurich	1.0	5.5795026	1.0	1.0	S2007N	0.99499437	5.5482508	BOL	NA	2017.0				25.966931	0.036047091	136.02676	3206.38795905	506.43049545					0.0017823025	0.0012807574	0.0065218463	0.0068812368	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	177.753700831	151.577566713	S127WTS013	RG-46	S127	-66.33671637	-17.48697084
NA	NA							NA					NA			3207.8606462	Kober	Numae Riv.	723.42	97.31	10390.1107932	1201.24776853	10390.1107932	1201.24776853	ETH-Zurich	1.0	1.4768407	1.0	1.0	S2007N	0.99466799	1.4684803	BOL	NA	2017.0				106.54902	0.11344189	428.08259	1065.43863384	203.017298255					0.013333479	0.011894096	0.021863022	0.028235491	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Subandes	1000.0	250.0	183.619894711	144.851003559	S127WTS043	RG-04	S127	-63.66507887	-19.09780736
NA	NA							NA					NA			3003.49148222	Kober	Azero Riv.	105.4	10.23	116216.189033	7518.19790844	116216.189033	7518.19790844	ETH-Zurich	1.0	3.4963636	1.0	1.0	S2007N	0.98709693	3.4529906	BOL	NA	2017.0				16.643818	0.021767607	82.141915	2310.0583016	527.109525165					0.001427032	0.001113561	0.0040220714	0.0044106118	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Interandean Zone	1000.0	250.0	308.26153843	162.658305589	S127WTS027	RG-12	S127	-64.09675025	-19.62361882
NA	NA							NA					NA			2694.86164451	Kober	Colloma Riv.	27.37	2.26	921085.042468	17265.0505559	921085.042468	17265.0505559	ETH-Zurich	1.0	8.06709	1.0	1.0	S2007N	0.99604367	8.0377723	BOL	NA	2017.0				4.2202635	0.0060756597	22.927018	3972.90041001	282.09106334					0.0001161302	0.0001372036	0.0011038297	0.0011183698	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	180.994149552	127.172398221	S127WTS020	RG-53	S127	-66.34094932	-18.33273729
NA	NA							NA					NA			2078.92494585	Kober	Yunguillas Riv.	30.88	2.51	477415.775021	13078.3378385	477415.775021	13078.3378385	ETH-Zurich	1.0	4.5324478	1.0	1.0	S2007N	0.99193215	4.4968642	BOL	NA	2017.0				4.8170971	0.0066919661	25.252702	2808.09245626	492.037148492					0.000187502	0.000247051	0.0012382809	0.0012765307	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	247.754609176	151.611488549	S127WTS005	RG-35	S127	-65.26214641	-17.9152348
NA	NA							NA					NA			2067.56174645	Kober	Chico Riv.	64.56	5.17	219510.156272	6544.26881859	219510.156272	6544.26881859	ETH-Zurich	1.0	4.1874402	1.0	1.0	S2007N	0.99008716	4.1485009	BOL	NA	2017.0				9.8486727	0.01363792	51.463848	2670.27313985	374.000660089					0.0004120769	0.0005834066	0.0025102586	0.0026098983	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	286.145150772	143.414262219	S127WTS004	RG-28	S127	-65.17885327	-18.64030711
NA	NA			143096.896865	21048.3812885	143096.896865	21048.3812885	ETH-Zurich	1.0	1.5852057	1.0	1.0	ZAL94N-Assumed	0.99313057	1.5736409	1845.15204169	Kober	nancahuazú Riv.	386.98	52.26	20071.3208797	2319.10373286	20071.3208797	2319.10373286	ETH-Zurich	1.0	1.5852057	1.0	1.0	S2007N	0.99313057	1.5736409	BOL	NA	2017.0	65.12262	0.06502891	245.39211	57.764752	0.062196105	234.70228	1135.16954169	197.94025003	0.0098484615	0.0064835428	0.012601293	0.017257494	0.0073236266	0.0061433247	0.011956107	0.015307659	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Subandes	1000.0	250.0	206.907181833	146.391617873	S127WTS046	RG-07	S127	-63.67593329	-19.39862674
NA	NA							NA					NA			1713.86636815	Kober	Tomina Riv.	75.66	6.59	150397.660068	7376.04914533	150397.660068	7376.04914533	ETH-Zurich	1.0	3.2210786	1.0	1.0	S2007N	0.98999007	3.1896338	BOL	NA	2017.0				11.738802	0.015559577	58.715385	2217.79401172	367.781490062					0.000774809	0.0008332962	0.0028952128	0.0031107827	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Interandean Zone	1000.0	250.0	253.762237476	170.322682271	S127WTS031	RG-19	S127	-64.50597215	-18.69265516
NA	NA			466912.327828	78763.0031179	466912.327828	78763.0031179	ETH-Zurich	1.0	5.456628	1.0	1.0	ZAL94N-Assumed	0.98413121	5.3747405	1680.76101132	Kober	San Pedro Riv.	423.55	39.94	44304.19388	2552.35453488	44304.19388	2552.35453488	ETH-Zurich	1.0	5.456628	1.0	1.0	S2007N	0.98413121	5.3747405	BOL	NA	2017.0	58.145309	0.060704628	229.07407	63.763718	0.087403344	329.82394	3154.61989827	485.290904493	0.010587351	0.0021124232	0.010993987	0.015408507	0.0050612302	0.0032576352	0.015789028	0.016897385	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	353.347640262	159.321413889	S127WTS008	RG-39	S127	-65.69844371	-18.35022612
NA	NA			67634.119646	12942.8804905	67634.119646	12942.8804905	ETH-Zurich	1.0	1.4671331	1.0	1.0	ZAL94N-Assumed	0.99139532	1.452521	1205.63663155	Kober	Rosita Riv.	1465.49	293.83	6254.60118469	1098.75460719	6254.60118469	1098.75460719	ETH-Zurich	1.0	1.4671331	1.0	1.0	S2007N	0.99139532	1.452521	BOL	NA	2017.0	145.80007	0.12896676	486.66702	201.05064	0.18687345	705.18284	1029.40762975	393.750892661	0.025719499	0.014237905	0.025072068	0.038637018	0.033946915	0.019772469	0.035989532	0.053278419	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Subandes	1000.0	250.0	240.943039067	159.00151156	S127WTS042	RG-03	S127	-63.574367	-18.8444
NA	NA			2.63154703095e6	174179.790042	2.63154703095e6	174179.790042	ETH-Zurich	1.0	8.5044409	1.0	1.0	ZAL94N-Assumed	0.99626834	8.4744519	1155.4761773	Kober	Grande  Riv.	59.23	4.87	437094.875487	10055.0363779	437094.875487	10055.0363779	ETH-Zurich	1.0	8.5044409	1.0	1.0	S2007N	0.99626834	8.4744519	BOL	NA	2017.0	12.024209	0.016480431	62.190307	9.4064998	0.01363012	51.434416	4047.51421721	392.387983548	0.0011103433	0.0003090106	0.0029706721	0.0031864153	0.0003166528	0.0003229466	0.0024513469	0.0024927224	NA	1.0	WGS84_UTM_20S	2015.0	10.1016/j.tecto.2015.06.037	Tectonophysics_657	Central Andes, Eastern Cordillera	1000.0	250.0	179.87521324	123.591340041	S127WTS024	RG-57	S127	-66.28678388	-18.63936051
